country,week,NO2,PM2.5
South Africa,6,9.767857142857142,54.11904761904761
South Africa,7,10.423809523809524,52.32380952380953
South Africa,8,8.669642857142858,50.09389880952381
South Africa,9,7.761904761904762,54.95238095238095
South Africa,10,5.319047619047619,58.663690476190474
South Africa,11,6.777777777777779,48.73809523809524
South Korea,1,32.9,96.86666666666667
South Korea,2,31.785714285714285,87.69047619047619
South Korea,3,41.26190476190476,104.33333333333334
South Korea,4,50.642857142857146,137.95238095238096
South Korea,5,56.92857142857143,159.5952380952381
South Korea,6,43.333333333333336,134.45238095238096
South Korea,7,36.07142857142857,88.5
South Korea,8,31.666666666666668,94.52380952380953
South Korea,9,27.944444444444446,91.47619047619048
South Korea,10,32.166666666666664,70.8095238095238
South Korea,11,37.73809523809524,69.95238095238096
Spain,1,19.0,26.950000000000003
Spain,2,24.05357142857143,60.07142857142857
Spain,3,26.94642857142857,51.89285714285714
Spain,4,29.94642857142857,64.0
Spain,5,24.892857142857142,52.07142857142857
Spain,6,18.642857142857142,37.35714285714286
Spain,7,19.05357142857143,54.32142857142857
Spain,8,20.535714285714285,42.785714285714285
Spain,9,19.125,41.785714285714285
Spain,10,15.517857142857142,25.892857142857142
Spain,11,17.982142857142854,30.892857142857142
Sweden,1,6.2,25.0
Sweden,2,5.428571428571429,32.857142857142854
Sweden,3,5.142857142857143,33.142857142857146
Sweden,4,5.142857142857143,45.57142857142857
Sweden,5,4.285714285714286,29.0
Sweden,6,5.0,27.142857142857142
Sweden,7,4.714285714285714,26.714285714285715
Sweden,8,4.571428571428571,25.857142857142858
Sweden,9,4.428571428571429,29.428571428571427
Sweden,10,5.142857142857143,51.42857142857143
Sweden,11,6.285714285714286,21.571428571428573
Thailand,1,17.2,123.1
Thailand,2,15.214285714285715,92.42857142857143
Thailand,3,15.642857142857142,99.21428571428572
Thailand,4,13.5,79.92857142857143
Thailand,5,14.5,99.64285714285714
Thailand,6,13.095238095238095,84.09523809523809
Thailand,7,11.761904761904761,95.28571428571428
Thailand,8,11.285714285714286,98.71428571428571
Thailand,9,10.04761904761905,82.14285714285714
Thailand,10,9.761904761904761,80.85714285714286
Thailand,11,5.825396825396825,68.42857142857143
Turkey,1,23.133333333333333,63.225
Turkey,2,19.803571428571427,55.61904761904762
Turkey,3,20.345238095238095,48.595238095238095
Turkey,4,23.03968253968254,78.78968253968254
Turkey,5,23.146825396825395,60.041666666666664
Turkey,6,22.330357142857142,72.76190476190476
Turkey,7,19.520833333333332,49.08333333333333
Turkey,8,16.017857142857142,51.01785714285714
Turkey,9,12.983928571428573,40.55357142857143
Turkey,10,17.985119047619047,66.125
Turkey,11,14.875,35.92857142857143
UK,1,18.6,44.11
UK,2,16.842857142857145,45.057142857142864
UK,3,16.86190476190476,53.32547619047618
UK,4,20.87142857142857,66.05396825396825
UK,5,15.523809523809522,59.11071428571429
UK,6,12.854761904761904,28.934523809523807
UK,7,10.523809523809524,26.82
UK,8,11.838095238095239,37.228571428571435
UK,9,14.347619047619048,49.49523809523809
UK,10,11.404761904761903,53.26666666666667
UK,11,11.309523809523808,45.42857142857142
USA,1,6.25,47.06666666666666
USA,2,12.446428571428571,34.67989417989418
USA,3,11.101587301587301,30.47619047619047
USA,4,16.373809523809523,40.62169312169312
USA,5,16.63095238095238,38.98941798941799
USA,6,12.852380952380951,36.39523809523809
USA,7,18.53174603174603,36.61111111111111
USA,8,14.523809523809524,40.3095238095238
USA,9,19.726190476190474,34.304232804232804
USA,10,14.65873015873016,38.42063492063492
USA,11,18.2,31.571428571428566
Venezuela,1,6.133333333333333,20.0
Venezuela,2,10.952380952380954,60.76190476190476
Venezuela,3,8.333333333333334,50.952380952380956
Venezuela,4,10.238095238095237,74.6190476190476
Venezuela,5,10.238095238095237,65.19047619047619
Venezuela,6,7.857142857142857,51.714285714285715
Venezuela,7,7.571428571428572,47.857142857142854
Venezuela,8,6.999999999999999,49.0
Venezuela,9,6.761904761904762,46.666666666666664
Venezuela,10,4.285714285714286,36.095238095238095
Venezuela,11,5.9523809523809526,31.42857142857143
Vietnam,1,30.0,99.4625
Vietnam,2,26.714285714285715,82.39285714285714
Vietnam,3,21.285714285714285,79.67857142857142
Vietnam,4,19.285714285714285,70.03571428571428
Vietnam,5,27.833333333333332,90.1547619047619
Vietnam,6,23.714285714285715,77.82142857142858
Vietnam,7,21.285714285714285,100.75
Vietnam,8,22.0,81.52857142857144
Vietnam,9,24.0,93.67857142857142
Vietnam,10,21.0,69.96428571428571
Vietnam,11,25.0,82.21428571428572
Algeria,1,,
Algeria,2,,
Algeria,3,,
Algeria,4,,
Algeria,5,,
Algeria,6,,
Algeria,7,,
Algeria,8,,
Algeria,9,,
Algeria,10,,
Algeria,11,,
Bangladesh,1,,279.2
Bangladesh,2,,226.85714285714286
Bangladesh,3,,252.14285714285714
Bangladesh,4,,219.85714285714286
Bangladesh,5,,175.14285714285714
Bangladesh,6,,203.0
Bangladesh,7,,176.57142857142858
Bangladesh,8,,188.28571428571428
Bangladesh,9,,177.28571428571428
Bangladesh,10,,147.71428571428572
Bangladesh,11,,139.85714285714286
Chile,1,,
Chile,2,,
Chile,3,,
Chile,4,,
Chile,5,,
Chile,6,,
Chile,7,,
Chile,8,,
Chile,9,,
Chile,10,,
Chile,11,,
