country,week,Close
Belgium,3,100.8562717717701
Belgium,4,99.28176129515306
Belgium,5,101.38503593159405
Belgium,6,104.20529937639589
Belgium,7,104.51147307100594
Belgium,8,96.07677110407367
Belgium,9,89.72075651158677
Belgium,10,79.19231952575116
Belgium,11,63.46151515139804
Belgium,12,71.96447695058124
Belgium,13,72.81748305565237
Belgium,14,76.12987788949253
Belgium,15,76.67571161245912
Belgium,16,77.60600865105546
Russia,1,100.0
Russia,2,101.65320072188025
Russia,3,104.2336912258907
Russia,4,101.11177086720868
Russia,5,100.6083394325919
Russia,6,100.60768919405507
Russia,7,99.84344685495545
Russia,8,97.52538489430536
Russia,9,91.63654229588276
Russia,10,81.16418835604944
Russia,11,72.2583254719348
Russia,12,78.4693695801004
Russia,13,81.48476433440922
Russia,14,85.57489890373313
Russia,15,86.9754164754849
Brazil,1,100.0
Brazil,2,100.83146182990177
Brazil,3,100.31201248049922
Brazil,4,99.84313658260616
Brazil,5,99.05281925562737
Brazil,6,98.89338430680084
Brazil,7,98.55565651197476
Brazil,8,97.44475493305447
Brazil,9,90.46390427045654
Brazil,10,79.04373317789855
Brazil,11,63.95998697090741
Brazil,12,59.770105089917884
Brazil,13,62.591075071574295
Brazil,14,65.45233237900945
Brazil,15,66.58723491796815
Brazil,16,66.58718134439663
Mexico,1,100.0
Mexico,2,101.39370523504503
Mexico,3,103.35050983561501
Mexico,4,101.26847965939787
Mexico,5,102.0138266557942
Mexico,6,101.9693041791864
Mexico,7,101.84859895919939
Mexico,8,97.48146718437505
Mexico,9,96.18287536492082
Mexico,10,89.6001017110256
Mexico,11,83.4797763228404
Mexico,12,77.83794610175423
Mexico,13,78.25236884111418
Mexico,14,78.18845566040804
Mexico,15,78.28237485912794
Mexico,16,78.28237485912794
